case_id,slice_idx,image_path,lung_mask_path,old_lung_pixels,new_lung_pixels,lesion_pixels
study_0267,15,data/dataset2_mosmed/processed/images/study_0267_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_015.npy,24912,16457,130
study_0267,16,data/dataset2_mosmed/processed/images/study_0267_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_016.npy,24783,16045,66
study_0267,17,data/dataset2_mosmed/processed/images/study_0267_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_017.npy,24802,16246,191
study_0267,18,data/dataset2_mosmed/processed/images/study_0267_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_018.npy,24667,15957,23
study_0267,19,data/dataset2_mosmed/processed/images/study_0267_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_019.npy,24346,15819,47
study_0267,20,data/dataset2_mosmed/processed/images/study_0267_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_020.npy,24157,15950,174
study_0267,21,data/dataset2_mosmed/processed/images/study_0267_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_021.npy,30565,15859,0
study_0267,22,data/dataset2_mosmed/processed/images/study_0267_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_022.npy,24705,15493,102
study_0267,23,data/dataset2_mosmed/processed/images/study_0267_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_023.npy,25194,15408,89
study_0267,24,data/dataset2_mosmed/processed/images/study_0267_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_024.npy,25742,14941,0
study_0267,25,data/dataset2_mosmed/processed/images/study_0267_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_025.npy,26202,14687,0
study_0267,30,data/dataset2_mosmed/processed/images/study_0267_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_030.npy,29505,10319,0
study_0267,31,data/dataset2_mosmed/processed/images/study_0267_slice_031.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_031.npy,30204,10714,0
study_0267,32,data/dataset2_mosmed/processed/images/study_0267_slice_032.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_032.npy,30851,9932,120
study_0267,33,data/dataset2_mosmed/processed/images/study_0267_slice_033.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_033.npy,31190,8771,0
study_0267,34,data/dataset2_mosmed/processed/images/study_0267_slice_034.npy,data/dataset2_mosmed/processed/lung_masks/study_0267_slice_034.npy,31747,5598,0
study_0268,4,data/dataset2_mosmed/processed/images/study_0268_slice_004.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_004.npy,24641,5024,0
study_0268,5,data/dataset2_mosmed/processed/images/study_0268_slice_005.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_005.npy,25312,5508,0
study_0268,6,data/dataset2_mosmed/processed/images/study_0268_slice_006.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_006.npy,25864,6241,185
study_0268,7,data/dataset2_mosmed/processed/images/study_0268_slice_007.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_007.npy,62488,7115,205
study_0268,8,data/dataset2_mosmed/processed/images/study_0268_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_008.npy,62488,8115,137
study_0268,9,data/dataset2_mosmed/processed/images/study_0268_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_009.npy,62487,8531,71
study_0268,10,data/dataset2_mosmed/processed/images/study_0268_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_010.npy,62487,8662,67
study_0268,11,data/dataset2_mosmed/processed/images/study_0268_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_011.npy,62487,10573,194
study_0268,12,data/dataset2_mosmed/processed/images/study_0268_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_012.npy,62487,12885,298
study_0268,13,data/dataset2_mosmed/processed/images/study_0268_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_013.npy,62487,14135,390
study_0268,14,data/dataset2_mosmed/processed/images/study_0268_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_014.npy,62488,13617,456
study_0268,15,data/dataset2_mosmed/processed/images/study_0268_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_015.npy,33754,13565,519
study_0268,16,data/dataset2_mosmed/processed/images/study_0268_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_016.npy,35147,16513,379
study_0268,17,data/dataset2_mosmed/processed/images/study_0268_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_017.npy,34971,16697,228
study_0268,18,data/dataset2_mosmed/processed/images/study_0268_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_018.npy,34777,16152,169
study_0268,19,data/dataset2_mosmed/processed/images/study_0268_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_019.npy,34572,16211,292
study_0268,20,data/dataset2_mosmed/processed/images/study_0268_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_020.npy,34195,16052,244
study_0268,21,data/dataset2_mosmed/processed/images/study_0268_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_021.npy,33819,15183,0
study_0268,22,data/dataset2_mosmed/processed/images/study_0268_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_022.npy,33710,15444,143
study_0268,23,data/dataset2_mosmed/processed/images/study_0268_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_023.npy,25357,14596,253
study_0268,24,data/dataset2_mosmed/processed/images/study_0268_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_024.npy,25543,14238,141
study_0268,25,data/dataset2_mosmed/processed/images/study_0268_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_025.npy,25908,14325,63
study_0268,26,data/dataset2_mosmed/processed/images/study_0268_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_026.npy,27341,14115,0
study_0268,27,data/dataset2_mosmed/processed/images/study_0268_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0268_slice_027.npy,27302,13762,0
study_0269,12,data/dataset2_mosmed/processed/images/study_0269_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_012.npy,27525,7045,0
study_0269,13,data/dataset2_mosmed/processed/images/study_0269_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_013.npy,28409,9149,0
study_0269,14,data/dataset2_mosmed/processed/images/study_0269_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_014.npy,34373,11554,102
study_0269,15,data/dataset2_mosmed/processed/images/study_0269_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_015.npy,37749,14961,396
study_0269,16,data/dataset2_mosmed/processed/images/study_0269_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_016.npy,31374,15577,411
study_0269,17,data/dataset2_mosmed/processed/images/study_0269_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_017.npy,32204,16167,1016
study_0269,18,data/dataset2_mosmed/processed/images/study_0269_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_018.npy,32207,15933,1488
study_0269,19,data/dataset2_mosmed/processed/images/study_0269_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_019.npy,32209,15731,1005
study_0269,20,data/dataset2_mosmed/processed/images/study_0269_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_020.npy,24417,15550,1023
study_0269,21,data/dataset2_mosmed/processed/images/study_0269_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_021.npy,24920,16522,422
study_0269,22,data/dataset2_mosmed/processed/images/study_0269_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_022.npy,25164,15748,378
study_0269,23,data/dataset2_mosmed/processed/images/study_0269_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_023.npy,25358,15639,270
study_0269,24,data/dataset2_mosmed/processed/images/study_0269_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_024.npy,25596,15933,200
study_0269,25,data/dataset2_mosmed/processed/images/study_0269_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_025.npy,31754,18867,108
study_0269,26,data/dataset2_mosmed/processed/images/study_0269_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_026.npy,31468,15341,82
study_0269,27,data/dataset2_mosmed/processed/images/study_0269_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_027.npy,31426,15936,47
study_0269,28,data/dataset2_mosmed/processed/images/study_0269_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_028.npy,31304,16774,199
study_0269,29,data/dataset2_mosmed/processed/images/study_0269_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_029.npy,27483,14034,0
study_0269,30,data/dataset2_mosmed/processed/images/study_0269_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_030.npy,27875,13007,79
study_0269,31,data/dataset2_mosmed/processed/images/study_0269_slice_031.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_031.npy,28171,11904,28
study_0269,32,data/dataset2_mosmed/processed/images/study_0269_slice_032.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_032.npy,28596,10644,0
study_0269,33,data/dataset2_mosmed/processed/images/study_0269_slice_033.npy,data/dataset2_mosmed/processed/lung_masks/study_0269_slice_033.npy,28939,9048,0
study_0270,2,data/dataset2_mosmed/processed/images/study_0270_slice_002.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_002.npy,62458,3043,0
study_0270,3,data/dataset2_mosmed/processed/images/study_0270_slice_003.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_003.npy,62450,4006,0
study_0270,4,data/dataset2_mosmed/processed/images/study_0270_slice_004.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_004.npy,62442,4547,84
study_0270,5,data/dataset2_mosmed/processed/images/study_0270_slice_005.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_005.npy,62432,4774,326
study_0270,6,data/dataset2_mosmed/processed/images/study_0270_slice_006.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_006.npy,62426,4608,365
study_0270,7,data/dataset2_mosmed/processed/images/study_0270_slice_007.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_007.npy,62432,7001,350
study_0270,8,data/dataset2_mosmed/processed/images/study_0270_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_008.npy,62432,8307,315
study_0270,9,data/dataset2_mosmed/processed/images/study_0270_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_009.npy,62434,10132,295
study_0270,10,data/dataset2_mosmed/processed/images/study_0270_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_010.npy,62432,11203,227
study_0270,11,data/dataset2_mosmed/processed/images/study_0270_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_011.npy,62432,11440,320
study_0270,12,data/dataset2_mosmed/processed/images/study_0270_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_012.npy,62430,11930,578
study_0270,13,data/dataset2_mosmed/processed/images/study_0270_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_013.npy,62435,12509,774
study_0270,14,data/dataset2_mosmed/processed/images/study_0270_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_014.npy,62448,11194,883
study_0270,15,data/dataset2_mosmed/processed/images/study_0270_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_015.npy,62446,11712,950
study_0270,16,data/dataset2_mosmed/processed/images/study_0270_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_016.npy,62444,12901,748
study_0270,17,data/dataset2_mosmed/processed/images/study_0270_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_017.npy,62444,13961,315
study_0270,18,data/dataset2_mosmed/processed/images/study_0270_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_018.npy,62444,14093,288
study_0270,19,data/dataset2_mosmed/processed/images/study_0270_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_019.npy,62446,13387,319
study_0270,20,data/dataset2_mosmed/processed/images/study_0270_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_020.npy,47682,13781,407
study_0270,21,data/dataset2_mosmed/processed/images/study_0270_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_021.npy,47834,14215,166
study_0270,22,data/dataset2_mosmed/processed/images/study_0270_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_022.npy,48204,19356,92
study_0270,23,data/dataset2_mosmed/processed/images/study_0270_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_023.npy,48018,20139,0
study_0270,24,data/dataset2_mosmed/processed/images/study_0270_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0270_slice_024.npy,48094,18733,0
study_0271,11,data/dataset2_mosmed/processed/images/study_0271_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_011.npy,26973,20441,0
study_0271,12,data/dataset2_mosmed/processed/images/study_0271_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_012.npy,27286,21837,0
study_0271,13,data/dataset2_mosmed/processed/images/study_0271_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_013.npy,27366,22024,321
study_0271,14,data/dataset2_mosmed/processed/images/study_0271_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_014.npy,27477,22291,112
study_0271,15,data/dataset2_mosmed/processed/images/study_0271_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_015.npy,27297,22036,0
study_0271,16,data/dataset2_mosmed/processed/images/study_0271_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_016.npy,26971,16039,0
study_0271,17,data/dataset2_mosmed/processed/images/study_0271_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_017.npy,26650,15890,0
study_0271,18,data/dataset2_mosmed/processed/images/study_0271_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_018.npy,26506,15766,0
study_0271,19,data/dataset2_mosmed/processed/images/study_0271_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_019.npy,26195,20872,22
study_0271,20,data/dataset2_mosmed/processed/images/study_0271_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_020.npy,26131,15178,85
study_0271,21,data/dataset2_mosmed/processed/images/study_0271_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_021.npy,25843,14724,198
study_0271,22,data/dataset2_mosmed/processed/images/study_0271_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_022.npy,28202,20191,231
study_0271,23,data/dataset2_mosmed/processed/images/study_0271_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_023.npy,27745,19884,232
study_0271,24,data/dataset2_mosmed/processed/images/study_0271_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_024.npy,24896,19728,206
study_0271,25,data/dataset2_mosmed/processed/images/study_0271_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_025.npy,24455,19216,17
study_0271,26,data/dataset2_mosmed/processed/images/study_0271_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_026.npy,24001,18834,18
study_0271,27,data/dataset2_mosmed/processed/images/study_0271_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_027.npy,23366,18096,0
study_0271,28,data/dataset2_mosmed/processed/images/study_0271_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0271_slice_028.npy,24204,18893,0
study_0272,10,data/dataset2_mosmed/processed/images/study_0272_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_010.npy,62500,10649,0
study_0272,11,data/dataset2_mosmed/processed/images/study_0272_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_011.npy,62500,10969,0
study_0272,12,data/dataset2_mosmed/processed/images/study_0272_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_012.npy,62500,10693,20
study_0272,13,data/dataset2_mosmed/processed/images/study_0272_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_013.npy,62500,11334,7
study_0272,14,data/dataset2_mosmed/processed/images/study_0272_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_014.npy,62500,10896,0
study_0272,15,data/dataset2_mosmed/processed/images/study_0272_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_015.npy,62500,11047,0
study_0272,16,data/dataset2_mosmed/processed/images/study_0272_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_016.npy,62500,10712,84
study_0272,17,data/dataset2_mosmed/processed/images/study_0272_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_017.npy,62500,10580,194
study_0272,18,data/dataset2_mosmed/processed/images/study_0272_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_018.npy,62500,11072,310
study_0272,19,data/dataset2_mosmed/processed/images/study_0272_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_019.npy,62500,13573,246
study_0272,20,data/dataset2_mosmed/processed/images/study_0272_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_020.npy,62500,13429,12
study_0272,21,data/dataset2_mosmed/processed/images/study_0272_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_021.npy,62500,12800,0
study_0272,22,data/dataset2_mosmed/processed/images/study_0272_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0272_slice_022.npy,62500,12386,0
study_0273,12,data/dataset2_mosmed/processed/images/study_0273_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_012.npy,62500,9941,0
study_0273,13,data/dataset2_mosmed/processed/images/study_0273_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_013.npy,62500,10349,0
study_0273,14,data/dataset2_mosmed/processed/images/study_0273_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_014.npy,62500,12028,163
study_0273,15,data/dataset2_mosmed/processed/images/study_0273_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_015.npy,62500,13427,205
study_0273,16,data/dataset2_mosmed/processed/images/study_0273_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_016.npy,62500,13260,421
study_0273,17,data/dataset2_mosmed/processed/images/study_0273_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_017.npy,62500,13031,637
study_0273,18,data/dataset2_mosmed/processed/images/study_0273_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_018.npy,62500,13406,584
study_0273,19,data/dataset2_mosmed/processed/images/study_0273_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_019.npy,62500,13289,609
study_0273,20,data/dataset2_mosmed/processed/images/study_0273_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_020.npy,62500,20675,460
study_0273,21,data/dataset2_mosmed/processed/images/study_0273_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_021.npy,62500,13236,310
study_0273,22,data/dataset2_mosmed/processed/images/study_0273_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_022.npy,62500,13273,453
study_0273,23,data/dataset2_mosmed/processed/images/study_0273_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_023.npy,62500,17655,491
study_0273,24,data/dataset2_mosmed/processed/images/study_0273_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_024.npy,62500,17762,338
study_0273,25,data/dataset2_mosmed/processed/images/study_0273_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_025.npy,62500,17534,164
study_0273,26,data/dataset2_mosmed/processed/images/study_0273_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_026.npy,62500,17025,169
study_0273,27,data/dataset2_mosmed/processed/images/study_0273_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_027.npy,62500,16386,38
study_0273,28,data/dataset2_mosmed/processed/images/study_0273_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_028.npy,62500,14766,0
study_0273,29,data/dataset2_mosmed/processed/images/study_0273_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0273_slice_029.npy,62500,12197,0
study_0274,5,data/dataset2_mosmed/processed/images/study_0274_slice_005.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_005.npy,62500,2307,0
study_0274,6,data/dataset2_mosmed/processed/images/study_0274_slice_006.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_006.npy,62500,3039,0
study_0274,7,data/dataset2_mosmed/processed/images/study_0274_slice_007.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_007.npy,62500,5008,260
study_0274,8,data/dataset2_mosmed/processed/images/study_0274_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_008.npy,62500,7057,475
study_0274,9,data/dataset2_mosmed/processed/images/study_0274_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_009.npy,62500,9976,850
study_0274,10,data/dataset2_mosmed/processed/images/study_0274_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_010.npy,62500,11632,822
study_0274,11,data/dataset2_mosmed/processed/images/study_0274_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_011.npy,62500,12676,771
study_0274,12,data/dataset2_mosmed/processed/images/study_0274_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_012.npy,62500,17214,542
study_0274,13,data/dataset2_mosmed/processed/images/study_0274_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_013.npy,62500,16465,194
study_0274,14,data/dataset2_mosmed/processed/images/study_0274_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_014.npy,35077,16108,174
study_0274,15,data/dataset2_mosmed/processed/images/study_0274_slice_015.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_015.npy,34392,17107,108
study_0274,16,data/dataset2_mosmed/processed/images/study_0274_slice_016.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_016.npy,33590,16892,153
study_0274,17,data/dataset2_mosmed/processed/images/study_0274_slice_017.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_017.npy,32961,16293,318
study_0274,18,data/dataset2_mosmed/processed/images/study_0274_slice_018.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_018.npy,32391,17171,84
study_0274,19,data/dataset2_mosmed/processed/images/study_0274_slice_019.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_019.npy,31945,17559,0
study_0274,20,data/dataset2_mosmed/processed/images/study_0274_slice_020.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_020.npy,27879,18652,272
study_0274,21,data/dataset2_mosmed/processed/images/study_0274_slice_021.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_021.npy,28300,19291,229
study_0274,22,data/dataset2_mosmed/processed/images/study_0274_slice_022.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_022.npy,28580,19473,207
study_0274,23,data/dataset2_mosmed/processed/images/study_0274_slice_023.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_023.npy,28247,18324,0
study_0274,24,data/dataset2_mosmed/processed/images/study_0274_slice_024.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_024.npy,28335,18005,0
study_0274,25,data/dataset2_mosmed/processed/images/study_0274_slice_025.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_025.npy,28378,17649,0
study_0274,26,data/dataset2_mosmed/processed/images/study_0274_slice_026.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_026.npy,28374,16458,151
study_0274,27,data/dataset2_mosmed/processed/images/study_0274_slice_027.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_027.npy,28214,16698,235
study_0274,28,data/dataset2_mosmed/processed/images/study_0274_slice_028.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_028.npy,28064,15886,80
study_0274,29,data/dataset2_mosmed/processed/images/study_0274_slice_029.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_029.npy,24511,13915,40
study_0274,30,data/dataset2_mosmed/processed/images/study_0274_slice_030.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_030.npy,25934,12454,123
study_0274,31,data/dataset2_mosmed/processed/images/study_0274_slice_031.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_031.npy,26833,11250,129
study_0274,32,data/dataset2_mosmed/processed/images/study_0274_slice_032.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_032.npy,27979,9667,136
study_0274,33,data/dataset2_mosmed/processed/images/study_0274_slice_033.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_033.npy,29227,7934,273
study_0274,34,data/dataset2_mosmed/processed/images/study_0274_slice_034.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_034.npy,30637,6470,153
study_0274,35,data/dataset2_mosmed/processed/images/study_0274_slice_035.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_035.npy,32150,4939,46
study_0274,36,data/dataset2_mosmed/processed/images/study_0274_slice_036.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_036.npy,33729,3541,0
study_0274,37,data/dataset2_mosmed/processed/images/study_0274_slice_037.npy,data/dataset2_mosmed/processed/lung_masks/study_0274_slice_037.npy,35349,1981,0
study_0275,6,data/dataset2_mosmed/processed/images/study_0275_slice_006.npy,data/dataset2_mosmed/processed/lung_masks/study_0275_slice_006.npy,62500,9378,0
study_0275,7,data/dataset2_mosmed/processed/images/study_0275_slice_007.npy,data/dataset2_mosmed/processed/lung_masks/study_0275_slice_007.npy,62500,13701,0
study_0275,8,data/dataset2_mosmed/processed/images/study_0275_slice_008.npy,data/dataset2_mosmed/processed/lung_masks/study_0275_slice_008.npy,62500,14653,11
study_0275,9,data/dataset2_mosmed/processed/images/study_0275_slice_009.npy,data/dataset2_mosmed/processed/lung_masks/study_0275_slice_009.npy,62500,17324,0
study_0275,10,data/dataset2_mosmed/processed/images/study_0275_slice_010.npy,data/dataset2_mosmed/processed/lung_masks/study_0275_slice_010.npy,62500,19417,106
study_0275,11,data/dataset2_mosmed/processed/images/study_0275_slice_011.npy,data/dataset2_mosmed/processed/lung_masks/study_0275_slice_011.npy,62500,20466,101
study_0275,12,data/dataset2_mosmed/processed/images/study_0275_slice_012.npy,data/dataset2_mosmed/processed/lung_masks/study_0275_slice_012.npy,42659,20885,0
study_0275,13,data/dataset2_mosmed/processed/images/study_0275_slice_013.npy,data/dataset2_mosmed/processed/lung_masks/study_0275_slice_013.npy,43844,16186,9
study_0275,14,data/dataset2_mosmed/processed/images/study_0275_slice_014.npy,data/dataset2_mosmed/processed/lung_masks/study_0275_slice_014.npy,44231,19767,0
